periodo;regiao;instituicao;urgencias_gerais;urgencias_pediatricas;urgencias_obstetricas;urgencias_psiquiatricas;total_urgencias
2023-05-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;114497;29474;7875;0;151846
2023-05-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;38631;14296;5474;0;58401
2023-05-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;31699;15323;3832;0;50854
2023-05-01;Região de Saúde LVT;Centro Hospitalar do Oeste;47882;20505;3006;0;71393
2023-05-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;72664;34130;5307;0;112101
2023-05-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;36287;14138;2867;0;53292
2023-05-01;Região de Saúde Norte;Hospital de Braga;62020;20436;5652;0;88108
2023-06-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;90731;33129;10827;0;134687
2023-06-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;46474;16523;6473;0;69470
2023-06-01;Região de Saúde LVT;Hospital Garcia de Orta;42077;24380;8944;0;75401
2023-06-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;43592;16567;3466;0;63625
2023-07-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;54323;18590;7670;0;80583
2023-07-01;Região de Saúde LVT;Hospital de Cascais;52729;28606;7950;0;89285
2023-07-01;Região de Saúde Norte;Hospital Santa Maria Maior;31722;7560;0;0;39282
2023-07-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;58237;0;0;0;58237
2023-08-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;34827;11633;0;0;46460
2023-08-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;123167;42721;15117;0;181005
2023-08-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;76995;22628;10133;0;109756
2023-08-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;53805;10013;2876;0;66694
2023-08-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;35914;10091;1200;0;47205
2023-08-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;51287;22380;6688;0;80355
2023-08-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;79853;21507;3095;0;104455
2023-08-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;105511;24333;10383;0;140227
2023-08-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;70392;22428;7259;0;100079
2023-08-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;97490;13152;4572;0;115214
2023-09-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;72931;0;0;0;72931
2023-09-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;37727;10738;3057;316;51838
2023-09-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;101202;30954;5332;0;137488
2023-09-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;40111;13981;0;0;54092
2023-09-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;39913;10962;1354;0;52229
2023-09-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;86236;25954;7072;0;119262
2023-09-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;57328;24601;7501;0;89430
2023-09-01;Região de Saúde LVT;Hospital de Loures;60600;23240;10464;0;94304
2023-09-01;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António;97289;0;15279;0;112568
2023-09-01;Região de Saúde Norte;Hospital Santa Maria Maior;41245;9071;0;0;50316
2023-10-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;153526;52923;19256;0;225705
2023-10-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;95564;28666;7735;0;131965
2023-10-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;114171;64816;20077;5315;204379
2023-10-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;77267;24910;13580;0;115757
2023-10-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;99268;25666;4028;0;128962
2023-10-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;146745;47289;17133;0;211167
2023-10-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;59140;0;0;0;59140
2023-10-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;130386;29887;13016;0;173289
2023-10-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;70178;0;7946;0;78124
2023-11-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;47369;15648;0;0;63017
2023-11-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;82577;16055;3888;0;102520
2023-11-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;88364;0;0;0;88364
2023-11-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;121072;38680;6451;0;166203
2023-11-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;104938;31320;13740;0;149998
2023-11-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;48202;13723;1689;0;63614
2023-11-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;124984;73345;22213;5838;226380
2023-11-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;160577;51710;17970;0;230257
2023-11-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;169170;31972;8047;0;209189
2023-11-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;65490;0;0;0;65490
2023-12-01;Região de Saúde LVT;Hospital de Cascais;88370;48908;15263;0;152541
2023-12-01;Região de Saúde LVT;Hospital Distrital de Santarém;79915;32662;7624;0;120201
2023-12-01;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António;127285;0;20472;0;147757
2023-12-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;140711;47312;8624;0;196647
2023-12-01;Região de Saúde Norte;Hospital Santa Maria Maior;53500;13092;0;0;66592
2019-01-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;8504;1881;308;0;10693
2019-01-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;9599;3591;1309;0;14499
2019-01-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;15877;4214;1511;0;21602
2019-01-01;Região de Saúde LVT;Hospital de Loures;10296;6071;1455;0;17822
2019-01-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;8004;3215;560;0;11779
2019-01-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;10579;0;1815;0;12394
2019-01-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;8245;3192;846;0;12283
2019-02-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;8520;2106;283;0;10909
2019-02-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;22506;14061;3333;986;40886
2019-02-01;Região de Saúde LVT;Centro Hospitalar do Oeste;20330;9470;1622;0;31422
2019-02-01;Região de Saúde LVT;Hospital Distrital de Santarém;14419;7108;1374;0;22901
2019-02-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;15670;6681;1116;0;23467
2019-02-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;12667;0;0;0;12667
2019-03-01;Região de Saúde Centro;Centro Hospitalar de Leiria;34090;9081;3010;0;46181
2019-03-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;12814;3060;420;0;16294
2019-03-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;45248;11835;4516;0;61599
2019-03-01;Região de Saúde LVT;Hospital de Cascais;22574;14316;3463;0;40353
2019-03-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;21584;12378;2362;0;36324
2019-03-01;Região de Saúde LVT;Hospital Distrital de Santarém;22425;9445;2205;0;34075
2019-03-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;45286;15412;5025;0;65723
2019-04-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;41155;13837;2268;0;57260
2019-04-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;35686;11375;5069;0;52130
2019-04-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;46087;26216;6976;2075;81354
2019-04-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;37480;11345;5113;0;53938
2019-04-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;53461;25989;4745;0;84195
2019-04-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;46061;13305;4619;0;63985
2019-04-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;48907;10271;1484;0;60662
2019-05-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;104829;32058;8538;0;145425
2019-05-01;Região de Saúde Centro;Centro Hospitalar de Leiria;57073;14420;5225;0;76718
2019-05-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;47349;14157;6432;0;67938
2019-05-01;Região de Saúde LVT;Centro Hospitalar do Oeste;49755;20621;4178;0;74554
2019-05-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;48358;12437;1098;0;61893
2019-05-01;Região de Saúde LVT;Hospital de Cascais;37882;22914;5993;0;66789
2019-05-01;Região de Saúde LVT;Hospital Distrital de Santarém;35818;16515;3337;0;55670
2019-05-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;75054;24506;8741;0;108301
2019-05-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;61510;12581;1864;0;75955
2019-05-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;41056;13234;4054;0;58344
2019-06-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;43429;8658;1779;0;53866
2019-06-01;Região de Saúde Centro;Centro Hospitalar de Leiria;68328;16964;6251;0;91543
2019-06-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;54486;16773;7602;0;78861
2019-06-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;45522;20746;6633;0;72901
2019-06-01;Região de Saúde LVT;Centro Hospitalar do Oeste;59664;23934;4946;0;88544
2019-06-01;Região de Saúde LVT;Hospital de Cascais;45380;26859;7192;0;79431
2019-06-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;42843;22832;5000;0;70675
2019-06-01;Região de Saúde LVT;Hospital Distrital de Santarém;42721;19498;3929;0;66148
2019-06-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;63774;0;10998;0;74772
2019-06-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;85559;15981;4535;0;106075
2019-07-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;31679;11816;0;0;43495
2019-07-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;151491;43508;12384;0;207383
2019-07-01;Região de Saúde Centro;Centro Hospitalar de Leiria;80569;19351;7444;0;107364
2019-07-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;121307;37677;14424;0;173408
2019-07-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;65979;18871;9189;0;94039
2019-07-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;53471;23533;7889;0;84893
2019-07-01;Região de Saúde LVT;Hospital Distrital de Santarém;50210;22024;4637;0;76871
2019-07-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;100642;18114;5355;0;124111
2019-07-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;42236;0;0;0;42236
2019-07-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;45665;0;6136;0;51801
2019-08-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;36303;13070;0;0;49373
2019-08-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;57420;10724;2559;0;70703
2019-08-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;34303;10453;2456;0;47212
2019-08-01;Região de Saúde Centro;Centro Hospitalar de Leiria;93289;21544;8708;0;123541
2019-08-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;139122;41840;16711;0;197673
2019-08-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;35006;7072;1114;0;43192
2019-08-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;71752;23930;7369;0;103051
2019-08-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;94144;48110;14264;4315;160833
2019-08-01;Região de Saúde LVT;Centro Hospitalar do Oeste;81563;29787;7053;0;118403
2019-08-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;123458;28993;12505;0;164956
2019-08-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;48303;0;0;0;48303
2019-09-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;58960;0;8000;0;66960
2019-09-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;105380;14211;5040;0;124631
2019-09-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;83401;0;0;0;83401
2019-10-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;225424;61735;18341;0;305500
2019-10-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;42865;12794;2951;0;58610
2019-10-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;44055;8836;1355;0;54246
2019-10-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;155709;36836;15875;0;208420
2019-10-01;Região de Saúde LVT;Hospital Garcia de Orta;87416;36039;15014;0;138469
2019-10-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;145232;25336;7923;0;178491
2019-10-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;119449;28623;12401;0;160473
2019-10-01;Região de Saúde Norte;Hospital de Braga;130792;39954;14235;0;184981
2019-10-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;65877;0;8923;0;74800
2019-10-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;117171;16013;5631;0;138815
2019-11-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;46955;14830;3264;0;65049
2019-11-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;84514;36600;12801;0;133915
2019-11-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;170836;41361;17369;0;229566
2019-11-01;Região de Saúde LVT;Hospital de Loures;110995;54401;16966;0;182362
2019-11-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;80059;40705;9546;0;130310
2019-11-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;165777;52212;20232;0;238221
2019-11-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;138306;25400;4374;0;168080
2019-11-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;119322;38257;11580;0;169159
2019-11-01;Região de Saúde Norte;Hospital de Braga;143356;44804;15534;0;203694
2019-12-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;265797;75497;21605;0;362899
2019-12-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;51164;16224;3574;0;70962
2019-12-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;127857;40306;7647;0;175810
2019-12-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;142145;77635;21344;6533;247657
2019-12-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;91968;41149;13819;0;146936
2019-12-01;Região de Saúde LVT;Hospital de Cascais;92747;53424;14851;0;161022
2019-12-01;Região de Saúde LVT;Hospital de Loures;121055;61039;18425;0;200519
2019-12-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;78893;0;10683;0;89576
2020-01-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;4563;2014;0;0;6577
2020-01-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;4555;1721;0;0;6276
2020-01-01;Região de Saúde LVT;Centro Hospitalar do Oeste;10758;4839;898;0;16495
2020-01-01;Região de Saúde LVT;Hospital de Loures;10112;5664;1607;0;17383
2020-01-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;7646;4768;828;0;13242
2020-01-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;15732;3482;827;0;20041
2020-01-01;Região de Saúde Norte;Hospital de Braga;12850;4502;1419;0;18771
2020-01-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;7116;0;913;0;8029
2020-01-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;12433;2240;592;0;15265
2020-02-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;13771;1798;172;0;15741
2020-02-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;18359;6005;2515;0;26879
2020-02-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;14496;7577;2250;0;24323
2020-02-01;Região de Saúde LVT;Centro Hospitalar do Oeste;20587;9205;1718;0;31510
2020-02-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;30871;8782;3040;0;42693
2020-02-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;30325;10816;3491;0;44632
2020-02-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;21296;7678;2035;0;31009
2020-03-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;19542;9173;3041;0;31756
2020-03-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;25543;6233;778;0;32554
2020-03-01;Região de Saúde LVT;Hospital Garcia de Orta;23929;7351;4185;0;35465
2020-03-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;28416;9143;2757;0;40316
2020-03-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;18626;0;2459;0;21085
2020-04-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;24819;0;0;0;24819
2020-04-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;13152;3512;989;0;17653
2020-04-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;29383;7988;4370;0;41741
2020-04-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;20224;3913;1383;0;25520
2020-04-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;24028;9875;3667;0;37570
2020-04-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;47206;18940;3662;0;69808
2020-04-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;35360;9881;3377;0;48618
2020-04-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;26089;7066;2752;0;35907
2020-05-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;40441;9318;2387;0;52146
2020-05-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;37312;8881;4795;0;50988
2020-05-01;Região de Saúde LVT;Centro Hospitalar do Oeste;38201;12509;3280;0;53990
2020-05-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;29474;13049;3558;0;46081
2020-05-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;44919;0;8290;0;53209
2020-05-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;54608;8287;2915;0;65810
2020-06-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;20293;3264;653;0;24210
